, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002135872, SUI       , ITA       , Omar Pucino                           , 1         , 16        , 1         ,
, 2002135871, SUI       ,           , Rayan Peyrat                          , 2         , 3         , 0         ,
, 2002135870, SUI       , TUR       , Sadık Başkan                          , 2         , 15        , 2         ,
, 2002135869, SUI       , KOS       , Taulant Zabërgja                      , 2         , 16        , 1         ,
, 2002135868, SUI       , CRO       , Marko Bebic                           , 1         , 8         , 0         ,
, 2002135867, COD       ,           , Guychel Kayembe                       , 1         , 16        , 3         ,
, 2002135866, SUI       , UGA       , Caesar Kizza                          , 2         , 15        , 3         ,
, 2002135865, SUI       ,           , Bruno Hue                             , 1         , 5         , 0         ,
, 2002135864, SUI       ,           , Silvano Anderhub                      , 3         , 3         , 0         ,
, 2002135863, SUI       ,           , Erwan Costes                          , 2         , 3         , 1         ,
, 2002135862, BOT       , SUI       , Katlego Dintwa                        , 1         , 5         , 3         ,
, 2002135861, SUI       , KEN       , Kevin Omondi                          , 3         , 15        , 3         ,
, 2002135860, TUR       ,           , Mustafa Aydemir                       , 1         , 16        , 2         ,
, 2002135859, SUI       ,           , David Ryffel                          , 2         , 15        , 1         ,
, 2002135858, SUI       , ITA       , Riccardo Petrillo                     , 1         , 8         , 0         ,
, 2002135857, POR       ,           , Rolando                               , 2         , 15        , 1         ,
, 2002135856, SUI       , ALB       , Besart Rama                           , 1         , 8         , 0         ,
, 2002135855, SUI       , ITA       , Marco Messina                         , 2         , 5         , 1         ,
, 2002135854, SUI       ,           , Sven Payet                            , 1         , 16        , 3         ,
, 2002135853, SRB       ,           , Danilo Luković                        , 1         , 3         , 0         ,
, 2002135852, POR       ,           , André Agatão                          , 2         , 16        , 1         ,
, 2002135851, SUI       , GAM       , Sheriff Marong                        , 1         , 15        , 3         ,
, 2002135850, SUI       , COD       , Cardo Mbombo                          , 2         , 16        , 3         ,
, 2002135849, MKD       ,           , Vlado Tasevski                        , 1         , 7         , 0         ,
, 2002135848, SUI       , POR       , André Macieira                        , 1         , 15        , 1         ,
, 2002135847, SUI       ,           , Oliver Inversin                       , 3         , 16        , 2         ,
, 2002135846, SUI       ,           , Pasquale Stettler                     , 1         , 15        , 1         ,
, 2002135845, KOS       , SUI       , Ardit Rama                            , 1         , 12        , 0         ,
, 2002135844, KOS       , ALB       , Burim Malaj                           , 2         , 12        , 0         ,
, 2002135843, SUI       ,           , Rene Parpan                           , 2         , 2         , 0         ,
, 2002135842, CRO       ,           , Jerko Gregurina                       , 1         , 3         , 0         ,
, 2002135841, SUI       , ANG       , Ângelo Dala                           , 3         , 15        , 3         ,
, 2002135840, SUI       ,           , Samuel Baldassari                     , 2         , 3         , 1         ,
, 2002135839, TUR       ,           , Haydar Özdemir                        , 3         , 16        , 2         ,
, 2002135838, SUI       , GER       , Ruben Görrissen                       , 1         , 10        , 0         ,
, 2002135837, LIE       , TUR       , Mehmet Durmuş                         , 1         , 15        , 2         ,
, 2002135836, SUI       , ESP       , Juan José Tienza                      , 2         , 5         , 1         ,
, 2002135835, SUI       , POR       , Francisco Ferreira                    , 1         , 15        , 3         ,
, 2002135834, SUI       , ITA       , Matteo Crivellaro                     , 3         , 11        , 1         ,
, 2002135833, SUI       ,           , Markus Zurfluh                        , 2         , 12        , 0         ,
, 2002135832, SUI       ,           , Toni Besse                            , 3         , 12        , 0         ,
, 2002135831, BIH       , SUI       , Nenad Janjoš                          , 1         , 3         , 0         ,
, 2002135830, SUI       ,           , Bernhard Affolter                     , 3         , 7         , 0         ,
, 2002135829, ANG       ,           , Domingos Vieira                       , 3         , 16        , 3         ,
, 2002135828, LIE       ,           , Manuel Dorneth                        , 2         , 9         , 0         ,
, 2002135827, SUI       , GAM       , Ebrima Jatta                          , 1         , 16        , 3         ,
, 2002135826, SUI       , KOS       , Emir Abazi                            , 2         , 16        , 1         ,
, 2002135825, SUI       , ARG       , Alejandro Palacios                    , 1         , 16        , 7         ,
, 2002135824, SUI       ,           , Marco Santschi                        , 2         , 16        , 1         ,
, 2002135823, SUI       ,           , Tino Leibacher                        , 2         , 10        , 0         ,
, 2002135822, SUI       ,           , Andreas Burgermeister                 , 1         , 12        , 0         ,
, 2002135821, SUI       , TUR       , Mehmet Karaduman                      , 3         , 5         , 1         ,
, 2002135820, SUI       , ESP       , Eduardo Mesa                          , 2         , 15        , 1         ,
, 2002135819, ITA       ,           , Fabio Verona                          , 1         , 3         , 0         ,
, 2002135818, THA       , SUI       , Kittichai Thongnoppakun               , 1         , 15        , 5         ,
, 2002135817, SUI       , BIH       , Ivan Nuhanovic                        , 1         , 1         , 0         ,
, 2002135816, SUI       , SRB       , Dragan Basarić                        , 1         , 12        , 0         ,
, 2002135815, SUI       , BIH       , Ahmet Kovačević                       , 1         , 2         , 0         ,
, 2002135814, SUI       ,           , Julian Nyffenegger                    , 2         , 10        , 0         ,
, 2002135813, SUI       , KOS       , Blend Dubova                          , 3         , 11        , 0         ,
, 2002135812, SUI       ,           , Noah Abrezol                          , 1         , 12        , 0         ,
, 2002135811, SUI       , BIH       , Elvis Ahmetović                       , 2         , 11        , 0         ,
, 2002135810, SUI       ,           , Charles Costa                         , 2         , 16        , 0         ,
, 2002135809, SUI       , TUR       , Necmican Anapal                       , 1         , 11        , 1         ,
, 2002135808, SUI       ,           , Jean-Philippe Pruvot                  , 2         , 12        , 0         ,
, 2002135807, DOM       , SUI       , Erick Bello                           , 2         , 5         , 9         ,
, 2002135806, SUI       , TUR       , Mahmut Güney                          , 1         , 12        , 1         ,
, 2002135805, SUI       , POR       , Luís Nóbrega                          , 1         , 16        , 1         ,
, 2002135804, SUI       ,           , Antonello Prudente                    , 1         , 3         , 0         ,
, 2002135803, SUI       ,           , Raphael Unterfinger                   , 1         , 3         , 0         ,
, 2002135802, CRO       , SUI       , Albert Suter                          , 1         , 11        , 0         ,
, 2002135801, SUI       , ALB       , Ermir Mema                            , 1         , 16        , 1         ,
, 2002135800, SUI       , KOS       , Avni Maloku                           , 1         , 15        , 1         ,
, 2002135799, SUI       , SVN       , Andraž Hartman                        , 3         , 9         , 0         ,
, 2002135798, SUI       ,           , Nico Figini                           , 2         , 12        , 0         ,
, 2002135797, SUI       , BIH       , Eldin Kovačević                       , 1         , 11        , 1         ,
, 2002135796, SUI       , ITA       , Francesco Raimondo                    , 1         , 10        , 0         ,
, 2002135795, SUI       , ERI       , Moses Awet                            , 2         , 5         , 3         ,
, 2002135794, SUI       ,           , Silvano Näf                           , 2         , 11        , 0         ,
, 2002135793, SUI       ,           , Günter Vicari                         , 2         , 3         , 0         ,
, 2002135792, SUI       ,           , Luka Baldassari                       , 2         , 11        , 1         ,
, 2002135791, COD       ,           , Prosper Mdoe                          , 3         , 15        , 3         ,
, 2002135790, SUI       ,           , Eugène Zimmermann                     , 3         , 8         , 0         ,
, 2002135789, SUI       ,           , Daniel Zurfluh                        , 1         , 3         , 0         ,
, 2002135788, SUI       , ITA       , Luca Ferraro                          , 3         , 7         , 0         ,
, 2002135787, SUI       , SRB       , Stevan Janković                       , 1         , 7         , 0         ,
, 2002135786, SUI       ,           , Johann Fröhlich                       , 1         , 15        , 1         ,
, 2002135785, SUI       ,           , Nico Schwarz                          , 1         , 9         , 0         ,
, 2002135784, SUI       , POR       , Luís Cardoso                          , 1         , 15        , 1         ,
, 2002135783, SUI       ,           , Raffael Baldi                         , 1         , 16        , 0         ,
, 2002135782, SUI       ,           , Joël Volkart                          , 2         , 5         , 0         ,
, 2002135781, SUI       ,           , Marco Kübler                          , 1         , 3         , 0         ,
, 2002135780, SRB       , SUI       , Vladan Josipović                      , 1         , 2         , 0         ,
, 2002135779, KOS       , GER       , Luca Aschenbroich                     , 1         , 3         , 0         ,
, 2002135778, SUI       , ALB       , Ali Muca                              , 1         , 3         , 0         ,
, 2002135777, SUI       , KOS       , Art Salihu                            , 3         , 16        , 1         ,
, 2002135776, SUI       , GNB       , Francisco Embalo                      , 1         , 5         , 3         ,
, 2002135775, SUI       ,           , Miodrag Boehmle                       , 1         , 3         , 0         ,
, 2002135774, SUI       ,           , Ivo Künzler                           , 1         , 15        , 0         ,
, 2002135773, POR       ,           , Ivo Fernandes                         , 2         , 11        , 1         ,
, 2002135772, SUI       , ITA       , Elia Ambrosi                          , 3         , 16        , 1         ,
, 2002135771, SUI       , KOS       , Endrit Bekteshi                       , 2         , 5         , 0         ,
, 2002135770, SUI       , ALB       , Valon Ahmeti                          , 3         , 3         , 0         ,
, 2002135769, SUI       ,           , Guido Gisy                            , 3         , 10        , 0         ,
, 2002135768, SUI       , ITA       , Lorenzo Ianni                         , 2         , 16        , 3         ,
, 2002135767, SUI       ,           , Gérard Senn                           , 1         , 16        , 1         ,
, 2002135766, SUI       , SRB       , Saša Ristić                           , 1         , 3         , 0         ,
, 2002135765, SUI       ,           , Lucas Schwarz                         , 1         , 3         , 0         ,
, 2002135764, SUI       , SEN       , Alain Waldvogel                       , 3         , 15        , 3         ,
, 2002135763, SUI       , ITA       , Giovanni Flaccadori                   , 1         , 16        , 1         ,
, 2002135762, SUI       ,           , Andre Benedetti                       , 1         , 15        , 1         ,
, 2002135761, SUI       ,           , Damien Hentzi                         , 3         , 1         , 0         ,
, 2002135760, SUI       ,           , Daniel Testoni                        , 1         , 5         , 1         ,
, 2002135759, SUI       , KOS       , Benjamin Hysaj                        , 2         , 5         , 1         ,
, 2002135758, SUI       , ALB       , Endri Beciri                          , 2         , 16        , 2         ,
, 2002135757, KOS       , SUI       , Fabian Ramadani                       , 2         , 5         , 1         ,
, 2002135756, SUI       , ITA       , Giuseppe Francesconi                  , 3         , 5         , 1         ,
, 2002135755, KOS       , SUI       , Anid Laci                             , 3         , 16        , 1         ,
, 2002135754, SUI       ,           , Luca Constantin                       , 3         , 1         , 0         ,
, 2002135753, SUI       , ALG       , Mohamed Islam Belhadj                 , 2         , 16        , 2         ,
, 2002135752, SUI       , ALB       , Arlind Gjinaj                         , 2         , 11        , 0         ,
, 2002135751, SUI       ,           , Ruben Bugmann                         , 2         , 3         , 0         ,
, 2002135750, SUI       , POR       , Daniel Nogueira                       , 3         , 15        , 1         ,
, 2002135749, SUI       , SRB       , Nenad Simović                         , 2         , 2         , 0         ,
, 2002135748, SUI       , ROU       , Dávid Lázár                           , 3         , 9         , 0         ,
, 2002135747, SUI       ,           , Adrien Gmür                           , 1         , 5         , 2         ,
, 2002135746, SUI       ,           , Nils von Grünigen                     , 3         , 12        , 0         ,
, 2002135745, CRO       , SUI       , Dario Marić                           , 3         , 1         , 0         ,
, 2002135744, MKD       ,           , Nikola Milevski                       , 1         , 15        , 1         ,
, 2002135743, POR       ,           , João Almeida                          , 1         , 16        , 1         ,
, 2002135742, SUI       ,           , Yann Gueguen                          , 1         , 11        , 0         ,
, 2002135741, SUI       ,           , Jordi Brun                            , 1         , 8         , 0         ,
, 2002135740, SRB       ,           , Nikola Mirković                       , 2         , 15        , 0         ,
, 2002135739, SUI       , BAH       , Michael Winder                        , 1         , 15        , 3         ,
, 2002135738, SUI       ,           , Konstantin Gavin                      , 2         , 15        , 0         ,
, 2002135737, SUI       ,           , Yannick Ruckstuhl                     , 1         , 11        , 0         ,
, 2002135736, ALB       , SUI       , Indrit Kuka                           , 1         , 15        , 1         ,
, 2002135735, SUI       , ALB       , Kevin Osmani                          , 1         , 11        , 1         ,
, 2002135734, SUI       ,           , Philippe Farinet                      , 1         , 9         , 0         ,
, 2002135733, SUI       ,           , Diego Quiboulaz                       , 2         , 10        , 0         ,
, 2002135732, MKD       , SUI       , Bobi Hristov                          , 1         , 8         , 0         ,
, 2002135731, SUI       ,           , Marco Arici                           , 1         , 9         , 0         ,
, 2002135730, BIH       , SUI       , Ramiz Biber                           , 3         , 3         , 0         ,
, 2002135729, SUI       , ETH       , Tsegaye Gebremichael                  , 2         , 15        , 3         ,
, 2002135728, SUI       , CRO       , Leonard Cosic                         , 1         , 10        , 0         ,
, 2002135727, SUI       , FRA       , Damien Geyer                          , 3         , 3         , 0         ,
, 2002135726, SUI       , ITA       , Giacomo Ferri                         , 3         , 5         , 1         ,
, 2002135725, SUI       ,           , Nico Notter                           , 1         , 7         , 0         ,
, 2002135724, SUI       ,           , Patrick Oertig                        , 1         , 11        , 0         ,
, 2002135723, SUI       , KOS       , Jeton Elmazi                          , 3         , 2         , 0         ,
, 2002135722, SUI       , CGO       , Arthur Ndossa                         , 2         , 15        , 3         ,
, 2002135721, SUI       , KOS       , Angelo Hasipi                         , 3         , 16        , 1         ,
, 2002135720, SUI       ,           , Raphaël Lacombe                       , 1         , 5         , 1         ,
, 2002135719, SUI       ,           , Arnaud Chollet                        , 3         , 15        , 0         ,
, 2002135718, BIH       , SUI       , Marko Kaltak                          , 1         , 15        , 0         ,
, 2002135717, SUI       , SEN       , Mouhamed Gomis                        , 3         , 5         , 3         ,
, 2002135716, SUI       ,           , Dorian Deiana                         , 1         , 3         , 1         ,
, 2002135715, POR       ,           , Luís Carneiro                         , 1         , 15        , 3         ,
, 2002135714, SUI       ,           , Marko Bochud                          , 1         , 3         , 0         ,
, 2002135713, SUI       ,           , Kilian Varela                         , 2         , 5         , 1         ,
, 2002135712, ITA       ,           , Giuseppe Cavicchi                     , 1         , 5         , 1         ,
, 2002135711, SUI       , ESP       , Iván Gálvez                           , 1         , 16        , 1         ,
, 2002135710, SUI       , ITA       , Marco Mirarchi                        , 2         , 16        , 1         ,
, 2002135709, HUN       , SUI       , Kevin Allaz                           , 1         , 12        , 0         ,
, 2002135708, SUI       , ESP       , Alejandro Angueira                    , 3         , 11        , 1         ,
, 2002135707, SUI       ,           , Guy Molliet                           , 2         , 12        , 1         ,
, 2002135706, SUI       , FRA       , Quentin Valade                        , 1         , 1         , 0         ,
, 2002135705, GER       ,           , Matthias Demuth                       , 1         , 2         , 0         ,
, 2002135704, COD       , SUI       , Alex Muzinga                          , 3         , 16        , 3         ,
, 2002135703, SUI       , MKD       , Hristijan Trajkovski                  , 2         , 9         , 0         ,
, 2002135702, SUI       ,           , Mathieu Kamerzin                      , 3         , 11        , 0         ,
, 2002135701, COD       , SUI       , Freddy Tshimanga                      , 3         , 16        , 3         ,
, 2002135700, KOS       , ALB       , Arlind Aliu                           , 1         , 5         , 1         ,
, 2002135699, SUI       , KOS       , Atdhe Maloku                          , 1         , 5         , 1         ,
, 2002135698, POR       ,           , Tiago Lourenço                        , 2         , 5         , 1         ,
, 2002135697, SUI       ,           , José Baruchet                         , 1         , 5         , 2         ,
, 2002135696, SUI       , CRO       , Lovre Vlak                            , 2         , 2         , 0         ,
, 2002135695, ITA       ,           , Mario Sodini                          , 1         , 5         , 1         ,
, 2002135694, SUI       , POR       , Francisco Louro                       , 3         , 5         , 1         ,
, 2002135693, SUI       , CRO       , Marko Maric                           , 1         , 11        , 0         ,
, 2002135692, SUI       ,           , Julian Elmer                          , 1         , 2         , 0         ,
, 2002135691, SUI       ,           , Dylan Stucki                          , 1         , 5         , 1         ,
, 2002135690, POR       ,           , Diogo Camões                          , 3         , 12        , 1         ,
, 2002135689, SUI       , ITA       , Davide Fiorini                        , 2         , 5         , 1         ,
, 2002135688, SUI       , SEN       , Yaya Ndong                            , 3         , 5         , 3         ,
, 2002135687, SUI       , CMR       , Armand Mvondo                         , 1         , 5         , 3         ,
, 2002135686, SUI       , ESP       , Alejandro Lorenzo                     , 1         , 12        , 0         ,
, 2002135685, SUI       , SLE       , Lukas Lancey                          , 1         , 16        , 3         ,
, 2002135684, SUI       , CPV       , Iuri Pinto                            , 1         , 15        , 3         ,
, 2002135683, SUI       , POR       , Miguel Garcia                         , 2         , 16        , 1         ,
, 2002135682, POR       ,           , Ivan Agra                             , 3         , 12        , 1         ,
, 2002135681, ITA       ,           , Stefan Garetto                        , 1         , 3         , 0         ,
, 2002135680, SUI       ,           , Stéphane Segura                       , 3         , 1         , 0         ,
, 2002135679, SRB       ,           , Branko Filipović                      , 1         , 5         , 1         ,
, 2002135678, SUI       ,           , Joël Chenez                           , 1         , 16        , 1         ,
, 2002135677, SUI       , BIH       , Olivier Humbert                       , 1         , 3         , 1         ,
, 2002135676, SUI       , ITA       , Giacomo Crispino                      , 1         , 5         , 3         ,
, 2002135675, SUI       ,           , Nicolas Crettaz                       , 1         , 15        , 0         ,
, 2002135674, ITA       , SUI       , Vincenzo Pilenga                      , 3         , 12        , 0         ,
, 2002135673, SUI       ,           , Fabio Wälchli                         , 1         , 5         , 1         ,
, 2002135672, SUI       ,           , Peter Quirici                         , 3         , 11        , 1         ,
, 2002135671, KOS       , SUI       , Haris Stublla                         , 3         , 16        , 1         ,
, 2002135670, SUI       , POR       , Paulo Almeida                         , 1         , 5         , 3         ,
, 2002135669, SUI       , ITA       , Francesco Saetti                      , 3         , 15        , 1         ,
, 2002135668, SUI       ,           , Alan Vallee                           , 1         , 2         , 0         ,
, 2002135667, SUI       ,           , Guillaume Hernandez                   , 3         , 3         , 0         ,
, 2002135666, COD       , SUI       , Freddy Matondo                        , 1         , 16        , 3         ,
, 2002135665, POR       ,           , Filipe Carvalho                       , 1         , 5         , 1         ,
, 2002135664, SUI       ,           , Riccardo Cortesi                      , 2         , 12        , 0         ,
, 2002135663, LIE       ,           , Karsten Freimann                      , 1         , 11        , 0         ,
, 2002135662, SUI       , SVN       , Denis Arzenšek                        , 1         , 16        , 0         ,
, 2002135661, SUI       , CPV       , Bernardino Tavares                    , 2         , 5         , 3         ,
, 2002135660, SUI       ,           , Dejan Wegmann                         , 1         , 10        , 0         ,
, 2002135659, KOS       ,           , Deniz Emini                           , 2         , 16        , 1         ,
, 2002135658, SUI       ,           , Malik Gisy                            , 3         , 12        , 0         ,
, 2002135657, SUI       , AUT       , Simon Strobl                          , 3         , 11        , 0         ,
, 2002135656, SUI       , FRA       , Rachid Toulet                         , 3         , 5         , 1         ,
, 2002135655, SUI       ,           , Francis Champod                       , 1         , 12        , 0         ,
, 2002135654, MKD       , SUI       , Ilija Donev                           , 2         , 5         , 1         ,
, 2002135653, SUI       ,           , Damian Haroian                        , 1         , 16        , 1         ,
, 2002135652, SUI       ,           , Johann Magnin                         , 3         , 15        , 0         ,
, 2002135651, SUI       ,           , Tim Bangerter                         , 2         , 16        , 1         ,
, 2002135650, BIH       , SUI       , Nebojša Pavlović                      , 2         , 5         , 1         ,
, 2002135649, SUI       ,           , Théo Debiche                          , 2         , 9         , 0         ,
, 2002135648, SUI       , ESP       , Félix Ruiz                            , 1         , 15        , 1         ,
, 2002135647, SRB       , SUI       , Stefan Dragić                         , 1         , 7         , 0         ,
, 2002135646, SUI       ,           , Eugène Sprecher                       , 2         , 3         , 0         ,
, 2002135645, SUI       , SRB       , Aleksandar Ljubenović                 , 3         , 7         , 0         ,
, 2002135644, KOS       ,           , Idriz Demalija                        , 3         , 5         , 1         ,
, 2002135643, SUI       ,           , Maxime Grillot                        , 2         , 8         , 0         ,
, 2002135642, KOS       , SUI       , Alessio Rota                          , 2         , 5         , 1         ,
, 2002135641, SUI       , KOS       , Ardonit Hyseni                        , 1         , 11        , 1         ,
, 2002135640, DOM       ,           , Plácido Saviñón                       , 1         , 16        , 1         ,
, 2002135639, SUI       ,           , Anthony Senechal                      , 2         , 3         , 0         ,
, 2002135638, SUI       ,           , Remy Camus                            , 3         , 8         , 0         ,
, 2002135637, SUI       ,           , Edgar Aubert                          , 1         , 15        , 0         ,
, 2002135636, SUI       ,           , Arthur Xavier                         , 2         , 1         , 0         ,
, 2002135635, SUI       , SRB       , Boško Đerić                           , 1         , 11        , 0         ,
, 2002135634, SRB       , SUI       , Đorđe Rakić                           , 1         , 3         , 1         ,
, 2002135633, SUI       ,           , Giuseppe von Dach                     , 3         , 3         , 0         ,
, 2002135632, SUI       , JAM       , Kimarley Murray                       , 2         , 15        , 3         ,
, 2002135631, KOS       ,           , Elis Dervishi                         , 1         , 12        , 1         ,
, 2002135630, SUI       , ANG       , Ruy Rodrigues                         , 1         , 16        , 3         ,
, 2002135629, SUI       ,           , Julian Liechti                        , 2         , 16        , 9         ,
, 2002135628, SUI       , ARG       , Rodrigo Inostroza                     , 1         , 5         , 1         ,
, 2002135627, SUI       ,           , Marvin Hitzig                         , 2         , 16        , 0         ,
, 2002135626, ALB       , SUI       , Denis Lüdi                            , 3         , 15        , 1         ,
, 2002135625, SUI       , KOS       , Qendrim Govori                        , 1         , 13        , 0         ,
, 2002135624, SUI       ,           , Erwin Meichtry                        , 2         , 16        , 1         ,
, 2002135623, SUI       ,           , Sergio Rigolet                        , 1         , 9         , 0         ,
, 2002135622, SUI       ,           , Abächerli Mahrer                      , 3         , 5         , 1         ,
, 2002135621, SUI       , CMR       , Eric Atangana                         , 1         , 16        , 3         ,
, 2002135620, CRO       , SUI       , Toni Bosnjak                          , 1         , 11        , 0         ,
, 2002135619, SUI       , ITA       , Giacomo Genovese                      , 3         , 5         , 1         ,
, 2002135618, SUI       , POR       , Márcio Matias                         , 1         , 15        , 3         ,
, 2002135617, MKD       ,           , Filip Lazarevski                      , 1         , 9         , 0         ,
, 2002135616, SUI       , CMR       , Karim Noah                            , 2         , 5         , 3         ,
, 2002135615, SUI       ,           , Nikola Walder                         , 3         , 5         , 1         ,
, 2002135614, SUI       , ITA       , Giacomo Rubinacci                     , 1         , 11        , 0         ,
, 2002135613, KOS       , SUI       , Mërgim Sadiku                         , 1         , 5         , 1         ,
, 2002135612, SUI       ,           , Albert Kopp                           , 3         , 15        , 1         ,
, 2002135611, SUI       , KOS       , Emin Spahiu                           , 3         , 16        , 0         ,
, 2002135610, SUI       , CGO       , Fred Tiani                            , 2         , 16        , 3         ,
, 2002135609, SUI       , CRO       , Igor Posavec                          , 3         , 13        , 0         ,
, 2002135608, SUI       ,           , Vincent Fevre                         , 1         , 9         , 0         ,
, 2002135607, SUI       ,           , Romain Besse                          , 1         , 12        , 0         ,
, 2002135606, TUR       , SUI       , Zakir Hüseyinoğlu                     , 1         , 12        , 1         ,
, 2002135605, CPV       , SUI       , Adilson Gonçalves                     , 1         , 5         , 3         ,
, 2002135604, SUI       ,           , Valmir Balmat                         , 1         , 12        , 0         ,
, 2002135603, SUI       ,           , Bernard Girardin                      , 2         , 9         , 0         ,
, 2002135602, SUI       , COD       , Glody Mvuemba                         , 2         , 5         , 3         ,
, 2002135601, SUI       ,           , Manuel Blumenfeld                     , 3         , 10        , 0         ,
, 2002135600, SUI       , CPV       , Ivan Duarte                           , 3         , 5         , 1         ,
, 2002135599, SUI       , SRB       , Ratko Janjić                          , 1         , 12        , 0         ,
, 2002135598, ITA       ,           , Cristiano Fortino                     , 2         , 5         , 1         ,
, 2002135597, SUI       ,           , Pierre-louis Lebrun                   , 1         , 11        , 0         ,
, 2002135596, SUI       ,           , Pierrick Ortiz                        , 1         , 12        , 0         ,
, 2002135595, SUI       , FRA       , Yann Benoit                           , 3         , 10        , 0         ,
, 2002135594, SUI       ,           , Stephan Vosti                         , 1         , 8         , 0         ,
, 2002135593, BRA       , SUI       , Washington                            , 2         , 2         , 0         ,
, 2002135592, SUI       ,           , Peter Barbone                         , 3         , 15        , 3         ,
, 2002135591, SUI       , GER       , Olivier Mäder                         , 1         , 16        , 5         ,
, 2002135590, SUI       ,           , Olivier Holzer                        , 1         , 2         , 0         ,
, 2002135589, SUI       , ENG       , Ben Warren                            , 2         , 16        , 0         ,
, 2002135588, KOS       , SUI       , Donik Lokaj                           , 1         , 12        , 0         ,
, 2002135587, SUI       ,           , William Fages                         , 1         , 13        , 0         ,
, 2002135586, SUI       ,           , Dylan Kempf                           , 2         , 5         , 0         ,
, 2002135585, SUI       , ITA       , Massimo Caruso                        , 2         , 15        , 1         ,
, 2002135584, SUI       , ITA       , Cesidio Braghiroli                    , 1         , 5         , 1         ,
, 2002135583, BIH       , SUI       , Ante Petrovic                         , 3         , 12        , 0         ,
, 2002135582, SUI       ,           , Lorenzo Levesque                      , 1         , 2         , 0         ,
, 2002135581, SUI       ,           , Jérôme Laporte                        , 3         , 12        , 0         ,
, 2002135580, SUI       ,           , Federico Scarano                      , 1         , 7         , 0         ,
, 2002135579, ALB       , SUI       , Ramadan Nuhiu                         , 3         , 16        , 0         ,
, 2002135578, LIE       ,           , Werner Held                           , 1         , 10        , 0         ,
, 2002135577, SUI       ,           , Laurent Hartmeier                     , 1         , 11        , 0         ,
, 2002135576, SUI       , ESP       , Cristian Berenguel                    , 2         , 5         , 1         ,
, 2002135575, SUI       , CPV       , João Sanches                          , 1         , 15        , 3         ,
, 2002135574, SUI       ,           , Rene Jäger                            , 2         , 15        , 5         ,
, 2002135573, SUI       , ITA       , Vincenzo Pasquini                     , 1         , 11        , 0         ,
, 2002135572, SVN       , SUI       , Urban Žižek                           , 2         , 7         , 0         ,
, 2002135571, SUI       , ITA       , Daniel Stabile                        , 2         , 9         , 0         ,
, 2002135570, CRO       , SUI       , Branko Galešić                        , 1         , 2         , 0         ,
, 2002135569, SRB       , SUI       , Žarko Petrović                        , 3         , 7         , 0         ,
, 2002135568, SUI       , POR       , Miguel Vicente                        , 2         , 16        , 1         ,
, 2002135567, SUI       , ITA       , Tiziano Brioschi                      , 2         , 15        , 1         ,
, 2002135566, SUI       ,           , Guido Fuchs                           , 1         , 5         , 2         ,
, 2002135565, SUI       ,           , Konstantin Bieri                      , 1         , 5         , 0         ,
, 2002135564, SUI       , ARG       , Gastón Vergara                        , 2         , 5         , 7         ,
, 2002135563, ALB       , SUI       , Eduart Aslani                         , 1         , 5         , 1         ,
, 2002135562, CPV       , SUI       , José Varela                           , 1         , 5         , 9         ,
, 2002135561, SUI       ,           , Elia Vollenweider                     , 1         , 11        , 0         ,
, 2002135560, SUI       ,           , Pascal Felder                         , 2         , 10        , 0         ,
, 2002135559, FRA       , SUI       , Romain Vincent                        , 2         , 2         , 0         ,
, 2002135558, SUI       ,           , Brice Anne                            , 2         , 9         , 0         ,
, 2002135557, MNE       , SUI       , Miloš Mijatović                       , 2         , 7         , 0         ,
, 2002135556, SUI       ,           , Andreas Meslin                        , 2         , 14        , 0         ,
, 2002135555, SUI       ,           , Gian-Franco Zurbriggen                , 3         , 2         , 0         ,
, 2002135554, GER       ,           , Niklas Weigl                          , 2         , 5         , 0         ,
, 2002135553, SUI       ,           , Manuel Troyon                         , 1         , 3         , 2         ,
, 2002135552, POR       , UKR       , Yevhen Kulinich                       , 1         , 3         , 0         ,
, 2002135551, ITA       ,           , Ugo Sala                              , 2         , 1         , 0         ,
, 2002135550, SUI       ,           , Yann Brunner                          , 3         , 9         , 0         ,
, 2002135549, SUI       ,           , Silvano Camani                        , 1         , 3         , 0         ,
, 2002135548, SUI       , CRO       , Vik Oremuš                            , 2         , 2         , 0         ,
, 2002135547, UKR       , POR       , Serhiy Haydarzhy                      , 1         , 2         , 0         ,
, 2002135546, COD       , SUI       , Jaud Tshibuabua                       , 1         , 5         , 3         ,
, 2002135545, SUI       , GER       , Michael Bartels                       , 3         , 10        , 0         ,
, 2002135544, SUI       , ITA       , Michele Donati                        , 1         , 15        , 1         ,
, 2002135543, SUI       , POR       , Rui Agostinho                         , 1         , 16        , 1         ,
, 2002135542, SUI       ,           , Noé Beau                              , 3         , 12        , 0         ,
, 2002135541, CPV       , SUI       , Edilson Dias                          , 1         , 16        , 3         ,
, 2002135540, SUI       ,           , Severin Kilchenmann                   , 2         , 9         , 0         ,
, 2002135539, SUI       ,           , Jérémy Pascal                         , 1         , 5         , 5         ,
, 2002135538, SUI       ,           , Jérémy Leblanc                        , 1         , 16        , 3         ,
, 2002135537, ESP       ,           , Pablo Morente                         , 1         , 15        , 1         ,
, 2002135536, ESP       ,           , Cristobal Rodríguez                   , 1         , 11        , 1         ,
, 2002135535, ESP       ,           , Jorge Milla                           , 1         , 11        , 1         ,
, 2002135534, ESP       ,           , Sergio Jimeno                         , 2         , 5         , 1         ,
